Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
THE ESPARIS,9B Pasir Ris Drive 4  #06-26 ,1,120,Strata,820000,-,6833,635,2010-06,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
THE ESPARIS,7A Pasir Ris Drive 4  #09-06 ,1,109,Strata,750000,-,6881,639,2010-06,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,Private,18,51,519460,East Region,Pasir Ris
THE ESPARIS,9A Pasir Ris Drive 4  #03-17 ,1,110,Strata,765000,-,6955,646,2010-06,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519463,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #05-13 ,1,112,Strata,760000,-,6786,630,2010-06,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #10-11 ,1,115,Strata,780000,-,6783,630,2010-06,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529233,East Region,Tampines
PINEVALE,6 Tampines Street 73  #06-04 ,1,119,Strata,760000,-,6387,593,2010-06,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #05-22 ,1,106,Strata,705000,-,6651,618,2010-06,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518769,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #04-02 ,1,111,Strata,768000,-,6919,643,2010-06,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #03-09 ,1,106,Strata,720000,-,6792,631,2010-06,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #07-23 ,1,106,Strata,715000,-,6745,627,2010-06,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #04-07 ,1,111,Strata,730000,-,6577,611,2010-06,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
THE EDEN AT TAMPINES,37 Tampines Street 34  #10-41 ,1,114,Strata,768000,-,6737,626,2010-06,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529240,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #12-26 ,1,106,Strata,753000,-,7104,660,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
PINEVALE,6 Tampines Street 73  #08-03 ,1,119,Strata,778000,-,6538,607,2010-05,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528825,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #07-05 ,1,116,Strata,800000,-,6897,641,2010-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529866,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #06-07 ,1,111,Strata,765000,-,6892,640,2010-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529862,East Region,Tampines
THE EDEN AT TAMPINES,29 Tampines Street 34  #01-26 ,1,138,Strata,850000,-,6159,572,2010-05,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529236,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #12-24 ,1,106,Strata,740000,-,6981,649,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #07-03 ,1,90,Strata,650000,-,7222,671,2010-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #02-26 ,1,106,Strata,685000,-,6462,600,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
WHITEWATER,23 Pasir Ris Street 72  #15-06 ,1,105,Strata,720000,-,6857,637,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518765,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #10-18 ,1,106,Strata,730000,-,6887,640,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518768,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #01-08 ,1,161,Strata,908000,-,5640,524,2010-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529863,East Region,Tampines
WHITEWATER,29 Pasir Ris Street 72  #15-19 ,1,111,Strata,735000,-,6622,615,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #08-02 ,1,111,Strata,730000,-,6577,611,2010-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #14-01 ,1,106,Strata,720000,-,6792,631,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518764,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #09-07 ,1,111,Strata,770000,-,6937,644,2010-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #02-04 ,1,105,Strata,680000,-,6476,602,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
PINEVALE,10 Tampines Street 73  #05-03 ,1,129,Strata,780000,-,6047,562,2010-05,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528827,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #09-25 ,1,107,Strata,720000,-,6729,625,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #03-24 ,1,106,Strata,715000,-,6745,627,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #08-04 ,1,116,Strata,800000,-,6897,641,2010-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #14-25 ,1,105,Strata,740000,-,7048,655,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
THE EDEN AT TAMPINES,27 Tampines Street 34  #10-25 ,1,115,Strata,780000,-,6783,630,2010-05,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529235,East Region,Tampines
THE EDEN AT TAMPINES,21 Tampines Street 34  #08-05 ,1,116,Strata,765000,-,6595,613,2010-05,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
WHITEWATER,27 Pasir Ris Street 72  #15-13 ,1,111,Strata,760000,-,6847,636,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #10-26 ,1,106,Strata,692000,-,6528,606,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518770,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #13-18 ,1,107,Strata,720000,-,6729,625,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518768,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #06-18 ,1,106,Strata,690000,-,6509,605,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #08-03 ,1,90,Strata,670000,-,7444,692,2010-05,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #04-18 ,1,110,Strata,728000,-,6618,615,2010-05,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines
WHITEWATER,29 Pasir Ris Street 72  #07-20 ,1,119,Strata,775000,-,6513,605,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #07-04 ,1,105,Strata,715000,-,6810,633,2010-05,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
EASTVALE,31 Pasir Ris Drive 3  #03-01 ,1,112,Strata,750000,-,6696,622,2010-05,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519491,East Region,Pasir Ris
EASTVALE,35 Pasir Ris Drive 3  #03-05 ,1,102,Strata,753000,-,7382,686,2010-05,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #15-11 ,1,111,Strata,740000,-,6667,619,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #02-23 ,1,106,Strata,695000,-,6557,609,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #06-05 ,1,116,Strata,740000,-,6379,593,2010-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
THE EDEN AT TAMPINES,21 Tampines Street 34  #03-03 ,1,94,Strata,650000,-,6915,642,2010-04,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #14-12 ,1,117,Strata,760000,-,6496,603,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #12-19 ,1,111,Strata,745000,-,6712,624,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #13-10 ,1,107,Strata,725000,-,6776,629,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
THE EDEN AT TAMPINES,23 Tampines Street 34  #02-10 ,1,94,Strata,650000,-,6915,642,2010-04,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #04-11 ,1,111,Strata,700000,-,6306,586,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #09-14 ,1,106,Strata,730000,-,6887,640,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518767,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #12-14 ,1,106,Strata,732000,-,6906,642,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518767,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #07-08 ,1,126,Strata,800000,-,6349,590,2010-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #09-08 ,1,126,Strata,828000,-,6571,611,2010-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529863,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #02-25 ,1,107,Strata,688800,-,6437,598,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
PINEVALE,8 Tampines Street 73  #01-03 ,1,155,Strata,860000,-,5548,515,2010-04,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528826,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #08-24 ,1,106,Strata,715000,-,6745,627,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #06-07 ,1,111,Strata,800000,-,7207,670,2010-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529865,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #10-28 ,1,119,Strata,760000,-,6387,593,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #09-04 ,1,116,Strata,798000,-,6879,639,2010-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #02-07 ,1,111,Strata,744000,-,6703,623,2010-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines
WHITEWATER,23 Pasir Ris Street 72  #08-05 ,1,105,Strata,690000,-,6571,611,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #03-18 ,1,106,Strata,710000,-,6698,622,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #11-19 ,1,111,Strata,740000,-,6667,619,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518768,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #08-15 ,1,111,Strata,730000,-,6577,611,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518767,East Region,Pasir Ris
PINEVALE,4 Tampines Street 73  #05-02 ,1,145,Strata,825000,-,5690,529,2010-04,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528824,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #09-26 ,1,106,Strata,690000,-,6509,605,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #12-02 ,1,106,Strata,685000,-,6462,600,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518764,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #04-01 ,1,106,Strata,705000,-,6651,618,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #05-20 ,1,119,Strata,770000,-,6471,601,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518768,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #14-04 ,1,105,Strata,710000,-,6762,628,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #01-11 ,1,122,Strata,757000,-,6205,576,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #09-01 ,1,106,Strata,718000,-,6774,629,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518764,East Region,Pasir Ris
WHITEWATER,23 Pasir Ris Street 72  #09-08 ,1,106,Strata,708000,-,6679,621,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
THE EDEN AT TAMPINES,21 Tampines Street 34  #07-01 ,1,94,Strata,650000,-,6915,642,2010-04,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529232,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #05-02 ,1,111,Strata,730000,-,6577,611,2010-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #08-07 ,1,111,Strata,750000,-,6757,628,2010-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529862,East Region,Tampines
THE EDEN AT TAMPINES,31 Tampines Street 34  #01-33 ,1,138,Strata,791888,-,5738,533,2010-04,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529237,East Region,Tampines
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #02-03 ,1,90,Strata,670000,-,7444,692,2010-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529868,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #07-08 ,1,126,Strata,800000,-,6349,590,2010-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529862,East Region,Tampines
WHITEWATER,27 Pasir Ris Street 72  #07-14 ,1,106,Strata,670000,-,6321,587,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #10-09 ,1,106,Strata,687500,-,6486,603,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #03-01 ,1,128,Strata,830000,-,6484,602,2010-04,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
THE EDEN AT TAMPINES,25 Tampines Street 34  #08-19 ,1,94,Strata,640000,-,6809,633,2010-04,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines
WHITEWATER,25 Pasir Ris Street 72  #10-10 ,1,106,Strata,660000,-,6226,578,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #15-24 ,1,105,Strata,735000,-,7000,650,2010-04,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #07-02 ,1,106,Strata,708000,-,6679,621,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518764,East Region,Pasir Ris
WHITEWATER,29 Pasir Ris Street 72  #09-19 ,1,111,Strata,720000,-,6486,603,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518768,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #08-14 ,1,106,Strata,675000,-,6368,592,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
WHITEWATER,23 Pasir Ris Street 72  #11-08 ,1,106,Strata,815000,-,7689,714,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518765,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #14-16 ,1,125,Strata,760000,-,6080,565,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518767,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #08-21 ,1,112,Strata,720000,-,6429,597,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
THE EDEN AT TAMPINES,31 Tampines Street 34  #08-31 ,1,138,Strata,830000,-,6014,559,2010-03,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529237,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #15-01 ,1,106,Strata,716000,-,6755,628,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
WHITEWATER,21 Pasir Ris Street 72  #08-03 ,1,89,Strata,625000,-,7022,652,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
WHITEWATER,27 Pasir Ris Street 72  #01-13 ,1,123,Strata,743800,-,6047,562,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #11-26 ,1,106,Strata,720000,-,6792,631,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #07-11 ,1,111,Strata,680000,-,6126,569,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #07-12 ,1,119,Strata,750000,-,6303,586,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
THE EDEN AT TAMPINES,35 Tampines Street 34  #03-40 ,1,126,Strata,750000,-,5952,553,2010-03,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529239,East Region,Tampines
WHITEWATER,21 Pasir Ris Street 72  #02-01 ,1,106,Strata,670000,-,6321,587,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518764,East Region,Pasir Ris
WHITEWATER,23 Pasir Ris Street 72  #13-07 ,1,106,Strata,696000,-,6566,610,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #07-06 ,1,90,Strata,630000,-,7000,650,2010-03,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines
WHITEWATER,27 Pasir Ris Street 72  #06-14 ,1,106,Strata,698000,-,6585,612,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518767,East Region,Pasir Ris
WHITEWATER,23 Pasir Ris Street 72  #09-07 ,1,106,Strata,690000,-,6509,605,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518765,East Region,Pasir Ris
WHITEWATER,25 Pasir Ris Street 72  #01-12 ,1,130,Strata,815000,-,6269,582,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #12-25 ,1,107,Strata,690000,-,6449,599,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
EASTVALE,31 Pasir Ris Drive 3  #08-07 ,1,102,Strata,770000,-,7549,701,2010-03,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519491,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #01-26 ,1,117,Strata,720000,-,6154,572,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #02-27 ,1,112,Strata,710000,-,6339,589,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #04-03 ,1,90,Strata,640000,-,7111,661,2010-03,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529868,East Region,Tampines
WHITEWATER,23 Pasir Ris Street 72  #06-05 ,1,105,Strata,670000,-,6381,593,2010-03,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518765,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #05-08 ,1,126,Strata,785000,-,6230,579,2010-03,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
THE EDEN AT TAMPINES,21 Tampines Street 34  #04-04 ,1,110,Strata,680000,-,6182,574,2010-02,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529232,East Region,Tampines
THE EDEN AT TAMPINES,37 Tampines Street 34  #07-41 ,1,114,Strata,720000,-,6316,587,2010-02,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529240,East Region,Tampines
THE EDEN AT TAMPINES,27 Tampines Street 34  #09-25 ,1,115,Strata,725000,-,6304,586,2010-02,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529235,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #09-02 ,1,111,Strata,740000,-,6667,619,2010-02,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #08-07 ,1,111,Strata,740000,-,6667,619,2010-02,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #09-22 ,1,106,Strata,705000,-,6651,618,2010-02,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
THE EDEN AT TAMPINES,27 Tampines Street 34  #07-24 ,1,116,Strata,730000,-,6293,585,2010-02,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529235,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #14-23 ,1,107,Strata,720000,-,6729,625,2010-02,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
WHITEWATER,31 Pasir Ris Street 72  #01-24 ,1,117,Strata,740000,-,6325,588,2010-02,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518769,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #07-25 ,1,107,Strata,700000,-,6542,608,2010-02,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
WHITEWATER,33 Pasir Ris Street 72  #09-28 ,1,119,Strata,743000,-,6244,580,2010-02,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518770,East Region,Pasir Ris
THE EDEN AT TAMPINES,25 Tampines Street 34  #02-19 ,1,94,Strata,620000,-,6596,613,2010-02,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines
PINEVALE,4 Tampines Street 73  #07-02 ,1,145,Strata,863000,-,5952,553,2010-02,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528824,East Region,Tampines
WHITEWATER,31 Pasir Ris Street 72  #09-23 ,1,106,Strata,645000,-,6085,565,2010-02,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518769,East Region,Pasir Ris
